customer_id,full_name,email,phone,alt_phone,dob,gender,address,city,state,country,zipcode,signup_date,last_purchase_date,total_orders,total_spent,preferred_channel,is_active,notes,marketing_opt_in,loyalty_tier,device_type,ip_address,latitude,longitude,internal_id,legacy_code,tmp_score,random_blob,tracking_cookie,third_party_id
4642,Nisha Kulkarni,nisha@@outlook.com,(91)6327260768,8380420903,1965-03-10,Male,"280, Brigade Rd",,GJ,India,353610,2019-12-11,2025-08-31,4,10348.58,Email,0,,yes,Bronze,iOS,235.66.218.52,9.882282,72.038351,INT-765862,LC-716,25.22,,,
10278,Isha Prasad,isha@@example.com,6135850057,6282597151,2003-12-30,Male,"32, MG Road",Hyderabad,,India,126658,2017-08-02,2021-04-29,1,9027.9, Whatsapp,False,Call after 6PM,no,None,iOS,206.7.243.154,10.588499,75.948806,INT-656119,,13.03,,,TP-9937
1118,Karthik Iyer, karthik_iyer@gmail.com,(91)6447882330,,2000-08-07,Other,"77, Banjara Hills",, RJ,India,434875,2019-12-18,2024-08-03,1,5309.6,SMS,False,Call after 6PM,N,Silver,Web,107.210.13.50,26.77288,85.133903,INT-561868,LC-880,17.93,,,
8930,Anika Reddy,anikareddy@yahoo.com ,6844186593,(91)7277643482,2004-03-22,Other,"102, Banjara Hills",Madurai,TN,India,852787,2023-02-17,2025-02-28,5,3966.98,Push,True,Call after 6PM,True,Bronze,Web,209.22.245.219,8.356348,82.6167,INT-357815,LC-667,66.19,,,
11739,Vivaan Verma, vivaan_verma@example.com,(91)9917934948,7672227835,1969-03-21,Male,"282, Anna Salai",Bhopal,MP,India,349579,2025-03-21,,5,7044.51,SMS,True, VIP customer,N,Bronze,Android,165.242.118.6,22.021787,84.983119,INT-970416,,72.85,,q0pxzgxnyc0mxig04mtzj3sa,
9500,Aarohi Rao, aarohi_rao@gmail.com,9265512572,,1986-03-05,Female,"224, CG Road", Hyderabad,TS  ,India,989516,2023-05-23,2025-01-29,5,2905.08,Email,N,VIP customer,Y,Platinum,Web,90.174.173.85,20.969423,74.005969,INT-269656,,52.37,,hui1z3vvqx87o04qaneyfztb,
10575,Meera Patel,meerapatel@ksrdatavizon.in ,6332715080,,,Female,"218, MG Road",Vijayawada,AP,India,586642,2023-11-30,2025-08-11,4,1680.71,SMS,0,VIP customer,N,None,iOS,179.136.2.250,16.122549,86.063127,INT-930887,,30.76,,h0nqosj9jq2qmgf6s7brlmlh,TP-9280
10345,Sai Chatterjee, sai.chatterjee@ksrdatavizon.in.com  ,9461562444,(91)7385197944,1974-11-17,Male,nan,Ahmedabad,GJ,India,787906,2021-02-26,,6,7097.13,Whatsapp,Y,Duplicate lead,True,None  ,Web,46.27.16.160,20.227582,83.605693,INT-911113,,29.59,,,TP-6955
12440,Meera Mukherjee,meera-mukherjee@example.com,8963339094,,1980-07-31,Male,"210, Park Street",Madurai, TN  ,India,260539,2020-12-09,2022-08-05,4,6031.76,Push,True,Wrong email?,True,None,Android,222.213.17.252,26.281671,70.637465,INT-308131,LC-241,32.7,A7Jq9nQXOXpOZ4uE,,
1320, Rohan Chettiar,  rohan_chettiar@gmail.com,7032499064,,1982-02-02,Other,"49, Park Street",Indore  ,MP,India,247294,2021-12-09,2025-08-23,1,9557.7,Whatsapp,False,Duplicate lead,Y,Gold,Android,85.159.182.216,27.090407,74.557037,INT-942484,,58.43,,,
8414,Krishna Prasad,krishnaprasad@example.com ,7533512087,,2005-06-30,,"159, Park Street",Mysuru, KA,India,513942,2017-11-29,2019-06-18,3,10165.13,Whatsapp,1,,no,Silver  ,Web,64.24.110.145,9.446061,71.345912,INT-497619,,53.64,,zhw4pesniu4f9rsch9um8r7f,
2542,Diya Chettiar, diya@@ksrdatavizon.in  ,(91)6378061617,6696857804,1996-03-03,Other,"181, Brigade Rd",Bhopal,MP,India,061957,2022-11-24,2025-08-16,9,5916.34,Email,True,Call after 6PM,N,None,Web,159.115.208.172,18.521497,75.16417,INT-510282,,42.58,7PP2ad21OhOLRceT,,
224, Meera Menon,,9294121937,,2004-02-02,Other,"153, Park Street",Kochi,KL,India,668414,2019-02-06,2025-06-09,3,11532.42,Email,False, VIP customer,no,None,Android,148.250.169.78,28.325626,74.025086,INT-550011,,71.34,,,
7583,Krishna Mukherjee  ,krishna.mukherjee@yahoo.com,(91)8644853713,,1967-12-27,Other," 141, FC Road  ",Delhi,DL,India,423226,2018-01-10,2022-01-21,4,8970.14,SMS,True,VIP customer,False, Silver  ,Web,227.233.204.179,21.173179,75.90024,INT-825585,LC-748,60.38,Qeesuga4a8XFZrTY,9qywxn6u192egx7yi3a32qap,
9843,Meera Iyer,,(91)9413459414,,1965-04-15,Female,nan,Ahmedabad,GJ,India,414582,2018-09-15,2020-07-18,4,6238.75,Whatsapp,True,Call after 6PM,Y,Bronze,Android,55.18.170.183,26.11962,78.563507,INT-563211,LC-279,34.83,,,
14236,Aadhya Verma,aadhya.verma@example.com.com,9180742021,,,Female,"153, Brigade Rd",Lucknow,UP,India,541685,2017-06-03,2021-05-12,5,5440.55,SMS,1,Duplicate lead,N,None,Web,16.46.168.255,24.972812,79.646374,INT-972491,LC-845,56.1,,hkwmyh968r3w17qst9knp2dn,
14653,Ishaan Sharma,ishaan@@ksrdatavizon.in,8088471668,,1992-06-26,Male,"72, Brigade Rd",Hyderabad, TS  ,India,198116,2023-01-24,2025-08-09,3,3294.86,Whatsapp,False,VIP customer,True,Bronze,iOS,129.94.27.59,18.3789,73.183222,INT-112633,,48.62,P9Vdk84S8EAWwhxM,,TP-7209
1044,Rohan Reddy,rohan-reddy@ksrdatavizon.in,(91)6190950929,,1976-09-23,Female,"21, FC Road",Indore, MP,India,,2021-06-18,2022-02-04,10,13961.05,Email,1, VIP customer,False,None,Web,26.231.24.153,12.699948,86.234148,INT-226144,,55.72,,9zc8e0kjoobrr65o0qog9jbk,
1060,Ishaan Gowda, ishaan_gowda@yahoo.com,(91)8803420236,,1979-12-01,Male,"205, Anna Salai",Chennai,TN,India,136708,2017-03-27,2022-12-21,8,9226.81,Phone,False,,N,Bronze  ,Web,204.244.245.181,17.339437,85.098998,INT-189894,,65.64,,,TP-8068
3155,Aarohi Reddy,aarohi-reddy@example.com,6089475327,9900065283,1997-02-26,Other,"256, Banjara Hills  ",Chennai,TN,India,440086,2018-02-21,2019-06-02,4,8920.01,Whatsapp,N,  ,N,Bronze,Web,191.85.62.110,25.960406,78.346562,INT-360157,,21.16,,,
7401,Sai Chatterjee, sai.chatterjee@ksrdatavizon.in.com,6782516222,6065704920,1992-10-20,Other,"205, Brigade Rd", Pune  ,MH,India,445428,2022-04-23,2022-08-12,5,11528.05,SMS,0,,Y,None,Android,24.9.186.154,28.40041,85.326155,INT-998036,LC-203,36.41,,,TP-6535
1513,Isha Reddy,isha.reddy@ksrdatavizon.in,6807396273,(91)7595573157,1995-06-12,Female,"242, MG Road",Delhi,DL,India,066197,2022-04-09,2025-08-18,5,10023.74,SMS,False,Duplicate lead,N,Bronze,iOS,209.91.89.82,8.85062,82.925378,INT-435956,,45.5,ENIkz4WKUYTohsMO,,
1784,Aarav Singh  ,aarav6276@outlook.com,7825692481,,1983-06-04,Other,"256, FC Road",Chennai, TN  ,India,693156,2019-07-18,2021-10-14,2,2474.98,Email,N,Duplicate lead,True,Bronze,Web,84.253.234.244,27.309893,87.598551,INT-213918,LC-230,37.85,,,
4637,Krishna Subramanian, nan  ,(91)9649208347,,2002-12-14,Other,"129, Banjara Hills",Lucknow,UP,India,296231,2024-11-21,2025-01-14,7,7027.87,SMS,False,Call after 6PM,no,None  ,iOS,224.59.112.247,24.457403,79.210487,INT-469798,,49.31,,,
4507,Anika Rao,anika.rao@ksrdatavizon.in.com,(91)9308788413,,1973-04-13,Other,"10, Banjara Hills",Bengaluru,KA,India,205414,2020-01-13,2022-02-28,9,13709.33,Email,True,Duplicate lead,True,Gold,Web,82.58.223.93,9.51189,70.041833,INT-404772,LC-622,40.36,,,
2847,Anika Kulkarni,anika.kulkarni@gmail.com.com,(91)7824952688,,1975-12-27,Male,"42, CG Road",Lucknow,UP,India,855847,2020-10-17,2020-10-29,10,8943.53,Push,N,VIP customer  ,N,None,Web,56.214.98.28,18.424872,73.886651,INT-904481,LC-503,38.7,EpPl6dMCr1qJZ7gV,,TP-3290
7644,Aarav Reddy,  aarav_reddy@example.com,(91)9293962422,9844584225,,,"152, Anna Salai",,GJ,India,580660,2019-11-29,,1,5625.87,Email,False,VIP customer,no,None,iOS,81.11.244.62,16.81035,84.315912,INT-190639,,44.56,,,TP-2937
4457,Nisha Menon,nisha.menon@example.com.com,6120067680,,2004-08-29,Male,,Lucknow,UP,India,049111,2022-07-09,2025-08-07,3,6522.85,Phone,False,Call after 6PM,Y,Silver,iOS,11.185.6.242,8.730939,79.79894,INT-811587,,56.52,,,
13364,Arjun Kulkarni,arjun9637@example.com,(91)9929682993,,1996-11-06,Other,"261, Brigade Rd", Indore  ,MP,India,721693,2020-10-19,2022-07-13,8,9435.38,Whatsapp,False,Wrong email?  ,Y,None,Android,82.214.211.112,15.517571,83.553431,INT-484250,,59.46,,,TP-8712
7030,Arjun Mukherjee,arjun.mukherjee@example.com,8492286695,,,Male,"142, MG Road",Mumbai,MH,India,803042,2022-04-15,2025-08-13,7,11110.0,Phone,Y,Wrong email?,True,Bronze,Android,136.21.160.154,17.153734,80.238669,INT-394041,,61.45,,,TP-4047
10488,Aarohi Reddy,aarohireddy@gmail.com ,9694079446,,1975-12-28,Other,"139, MG Road", Pune, MH  ,India,697952,2019-12-26,2023-04-27,5,8878.23,SMS,Y,Duplicate lead,no,None,Android,129.16.176.11,18.853172,80.382254,INT-906318,,40.51,,,TP-5108
13382,Ishaan Rao,ishaan7414@gmail.com,(91)8588111440,,1995-08-06,Female,"160, MG Road",Chennai  ,,India,045360,2022-09-21,2025-08-04,2,5290.93,Email,N,,False,None,Android,22.69.79.14,12.966498,75.366749,INT-505119,LC-514,52.64,,,
14370,Aarav Chettiar,aarav@@outlook.com  ,6552749695,(91)9805107368,2002-01-19,Other,"147, CG Road",Mysuru,KA,India,942264,2018-06-16,2023-03-23,6,12086.12,Whatsapp,False,,yes,Bronze,iOS,236.74.155.216,15.658754,68.369435,INT-256738,,45.51,,,TP-9029
12414,Meera Rao, meera.rao@gmail.com.com  ,(91)7925878554,,1984-09-10,Male,"113, Brigade Rd",Bengaluru,KA,India,321903,2018-05-01,2021-02-21,6,1719.12,Whatsapp,1,VIP customer,no,Bronze,Web,173.236.126.100,20.628086,79.268338,INT-566291,,52.63,,,
14439,Aadhya Verma, aadhya_verma@example.com,(91)7982028753,,1998-08-14,Female,"41, Brigade Rd",Trichy, TN  ,India,172093,2018-08-14,2024-10-11,5,6852.4,Push,0,,False,Silver,Android,221.11.117.207,26.026621,75.337426,INT-220393,,39.51,,,
14033,Meera Menon,meera.menon@example.com.com,(91)8076789879,6294851515,1979-07-30,Other,"99, CG Road",Trichy,TN,India,838138,2021-07-06,2022-06-24,3,12235.78,SMS,Y,Wrong email?,yes,None,iOS,80.178.58.130,9.214315,86.788078,INT-687442,,57.91,,,
12183,Nisha Subramanian,nisha.subramanian@ksrdatavizon.in,(91)8877245383,,,,"88, FC Road",Hyderabad, TS,India,720297,2025-06-12,2025-08-28,6,11811.13,SMS,False,Duplicate lead,no,None,Web,202.20.56.255,13.920873,72.622333,INT-321828,,54.6,,,
9681,Sai Rao,sai@gmail.com,(91)8064637447,(91)8490546521,1992-04-28,Female," 238, Park Street  ",Coimbatore,TN,India,729679,2020-01-15,2025-04-17,3,9372.43,Whatsapp,True,Wrong email?,no,Silver,iOS,176.126.216.97,27.328036,85.037742,INT-613785,,70.96,,,
11155,Rohan Verma,rohanverma@outlook.com ,(91)7936704568,6997621047,1998-01-07,Male,"232, MG Road",Mysuru,KA,India,385214,2019-07-24,2024-02-06,9,8689.94, Phone,1,,yes,Bronze,Android,58.26.131.24,17.462645,85.846572,INT-845875,LC-361,22.17,,mpbvp2e5s779q3u89oxtkwei,
12998,Nisha Menon,nisha-menon@example.com,8184094784,,1995-05-30,,"163, MG Road", nan, AP,India,154710,2020-06-08,2023-07-29,5,6927.58,Push,Y,Call after 6PM,yes,Gold,Android,118.136.188.127,26.193279,83.93653,INT-303653,,27.52,Va6MdM08zcDjhntz,,
6517, Ishaan Khan,ishaan@@yahoo.com,(91)8234041335,,1995-09-03,Other,"276, Banjara Hills",Pune,MH,India,346755,2020-10-13,2022-06-14,4,4221.97,Phone,False,Call after 6PM,no,None,Web,1.168.88.62,19.022268,87.318213,INT-866149,,20.72,Ow2hV603cCDwSVLx,cncf7lhfxn979pqdgjguz419,TP-1232
6028, Krishna Gupta  ,krishna@@gmail.com,(91)7988237702,,,Female,"194, Banjara Hills",Coimbatore,TN,India,166214,2018-06-06,2024-01-02,3,12979.2,Whatsapp,True,Wrong email?,True,Silver,Android,64.61.207.73,21.502346,78.505311,INT-113505,,29.57,,,
10760, Anaya Reddy  ,anaya-reddy@example.com,(91)9055764258,(91)9211634023,2003-11-29,Other,"186, Anna Salai",Bengaluru,KA,India,730784,2019-08-08,2021-11-03,6,3546.94,Whatsapp  ,True,,N, Gold  ,Android,236.159.221.195,21.771535,87.719484,INT-503662,LC-278,43.91,,,
13661,Karthik Das,karthik@@ksrdatavizon.in,(91)8166144743,6021615475,1968-05-10,Male,"70, Brigade Rd",Ahmedabad,GJ,India,192736,2017-09-02,2018-03-17,6,8477.25,Whatsapp,1,Call after 6PM,no,Silver,Web,211.235.208.33,27.675945,73.319617,INT-811463,LC-354,51.21,,hs4ec49lfc7i43jjws2zc4sr,TP-3405
9322,Sara Singh,sara@@gmail.com,8175268180,(91)7716152457,1999-08-23,Male," 204, MG Road  ", Chennai,TN,India,759667,2018-02-23,2024-05-09,2,434.03, Whatsapp  ,0,,no, Bronze  ,Android,146.101.222.93,18.576238,78.561699,INT-349786,,43.12,RvMEwNFHZIU0VmKG,,
5883,Ishaan Rao,ishaan-rao@example.com,7048850955,(91)6253731215,,Male,"215, FC Road",Kolkata,WB,India,898969,2023-03-29,,7,10829.9,Push,0,VIP customer,N,Silver,Android,3.188.205.56,10.725145,78.70536,INT-908366,,52.27,,,TP-7140
12450,Aadhya Mukherjee,aadhya-mukherjee@example.com,7620242645,,1974-10-06,Male,"146, CG Road",Surat,GJ,India,084474,2022-12-08,2025-08-12,6,10142.86,Push,Y,Call after 6PM,False, Silver,iOS,252.3.232.46,15.617222,69.614538,INT-904511,,32.02,,,
4451, Aditya Kulkarni  , aditya.kulkarni@gmail.com.com,9150284709,9721871064,1979-01-05,Male,"60, Brigade Rd",,,India,610508,2017-01-08,2022-02-07,3,4404.98, Whatsapp,0,  ,N,None,Web,59.209.19.244,12.52797,83.555286,INT-614888,,32.65,,,
3269,Sara Chettiar, sara@outlook.com,8974265106,(91)9389915489,1997-12-12,Other,"222, CG Road",Madurai,TN,India,784515,2024-09-14,2025-08-25,5,7205.85,Phone,N,,False,None,Android,129.244.75.230,15.24481,74.142471,INT-752326,,49.27,,,
10325,Aditya Singh, aditya@outlook.com  ,7466849753,,,Male,"196, FC Road",Coimbatore,TN,India,226122,2018-09-14,2024-04-08,3,7563.63, Phone,0,Wrong email?,False,Bronze,Android,210.50.46.107,17.5082,73.762664,INT-860029,LC-262,12.13,,,TP-3798
2856, Diya Mukherjee,diya8606@yahoo.com,(91)7022795399,,1995-02-21,Male,"174, CG Road",Mumbai,MH,India,249204,2023-08-27,,1,6939.84,Push,N,,no,Bronze,Web,194.115.66.45,15.164989,78.819264,INT-451897,,74.87,cpmRWI5GSLoMvnGl,,
6392,Isha Chatterjee,isha.chatterjee@gmail.com,8808408624,,2002-09-22,Male,"76, Banjara Hills", Mumbai  ,MH  ,India,472651,2024-11-05,2025-08-15,7,2005.83,Email,False,Wrong email?,True,Silver,iOS,33.113.171.22,20.077081,79.129924,INT-359672,LC-575,48.7,,,
14125, Diya Prasad  ,diya.prasad@example.com.com,,,1998-07-21,Female,"226, Anna Salai",Indore,MP  ,India,853549,2024-04-11,2025-08-23,6,8092.43,Push,N,,Y,Silver  ,Android,172.223.178.56,14.324498,84.302824,INT-200017,,26.0,oeWfpUjc6nGpz0F1,,TP-8661
7481,Arjun Gupta, arjun-gupta@ksrdatavizon.in  ,(91)9429053137,,1989-11-06,Female,"47, FC Road",Kolkata,WB,India,726997,2020-07-27,2025-08-14,10,6664.87,Whatsapp,N,,True,None,iOS,27.117.17.197,13.391419,78.101963,INT-141553,LC-358,25.39,,,
2871,Pari Rao,,9722391262,,1965-10-10,Other,"94, Banjara Hills",Indore,MP,India,,2018-10-03,2021-09-09,5,4158.54,Push  ,False,Duplicate lead,no, None,iOS,224.140.1.205,16.574134,69.524192,INT-816995,,31.92,,,
2341,Ishaan Gupta,ishaan5842@outlook.com,(91)9670169988,9195466576,,Male,,Chennai,TN,India,260967,2018-10-25,2019-08-24,5,1754.23,Whatsapp,0,,yes,None,Web,,19.019797,80.843342,INT-441544,LC-579,57.21,,,
10930,Ishaan Sharma,ishaan1891@gmail.com,6792778937,,1983-12-31,Male,"287, CG Road",Jaipur,RJ,India,075584,2017-11-23,2024-08-03,5,5095.05,Phone,0,  ,Y,Bronze,Android,237.215.151.186,9.473555,68.118614,INT-745295,,35.67,,i5z6b3eg454e7xd7042n2mm2,
2237,Ishaan Prasad, ishaanprasad@ksrdatavizon.in ,(91)9358276426,,1998-08-13,Female,"49, CG Road",Chennai, TN,India,267436,2023-11-04,2025-08-19,8,9589.11,Phone,Y,Duplicate lead,no, Platinum  ,Web,212.113.210.96,15.812622,75.511001,INT-908394,LC-178,66.87,,,TP-1465
9521,Meera Chatterjee, meera_chatterjee@gmail.com,(91)9510232556,,1992-12-06,Female,"288, Brigade Rd",Surat,GJ,India,675774,2025-04-20,,8,7514.97,Push,N,Wrong email?,True,None  ,Android,206.91.90.145,23.278613,74.554108,INT-225317,LC-805,68.13,,,
9868,Aarohi Reddy, aarohi_reddy@ksrdatavizon.in,(91)6833761893,,,Female,"138, Banjara Hills", Bhopal  ,MP,India,536827,2024-01-05,2025-08-16,6,6457.4,SMS,0,,yes,Bronze,Web,207.93.237.196,19.052495,79.72878,INT-316349,,73.89,,ef0tkwmv206ddn7f598153tp,TP-3559
413,Pari Khan,pari-khan@outlook.com,(91)8746686777,(91)8496008362,1966-01-15,Male,"165, Park Street  ",Chennai,TN  ,India,192000,2019-11-15,2020-07-21,5,7454.17,Whatsapp,True,VIP customer,Y,Platinum,Web,157.146.101.35,16.821554,73.50886,INT-856445,,63.25,,,
3292,Aarav Nair,aarav.nair@yahoo.com,(91)8086792651,,1999-04-01,,"161, Park Street",Jaipur,RJ  ,India,735475,2019-02-20,2020-10-30,4,9052.99,Whatsapp,N,,yes,None  ,Web,73.231.212.185,18.55484,68.823712,INT-811937,LC-807,69.38,zaQpNdIjlCtTEUJ3,,
13496,Isha Iyer,isha@outlook.com,(91)9247120969,(91)9490055951,1980-03-02,Female,"120, Brigade Rd", Mysuru,KA,India,416536,2024-11-29,2025-01-06,5,9522.68, SMS  ,False,,no,None,Android,55.177.56.3,18.179919,82.927642,INT-393333,LC-360,42.34,,,
187,Nisha Iyer,nisha5925@outlook.com,6103860742,(91)9199368148,1965-06-30,Male,"241, MG Road",Mumbai, MH,India,738420,2017-01-16,2017-11-22,2,1185.92,SMS,Y,,True,None,Web,69.37.217.101,21.376712,77.767138,INT-893730,LC-735,63.69,,69j3vroetbugpws9le2p5vhb,
13029,Krishna Iyer, krishna_iyer@yahoo.com,8496365371,,,Male,"201, Brigade Rd",Lucknow,UP,India,544251,2024-08-30,2025-08-08,6,11916.73,Phone,Y,Duplicate lead  ,N,Bronze,Android,169.179.7.237,20.160747,87.834773,INT-669331,,49.01,,vaxntxqdk9qyhrs1fruuxtod,
12366, Sara Gowda  ,sara.gowda@gmail.com,(91)7164789719,,,,"83, MG Road",Chennai,TN,India,230652,2022-01-06,2025-01-27,6,11372.51,Phone,True,Duplicate lead,False,None,Web,108.108.63.177,27.29704,72.408545,INT-612549,LC-113,55.39,,,
5288,Ishaan Khan, ishaan_khan@gmail.com,(91)9618199008,,1990-04-11,Other,"209, Anna Salai",Kolkata,WB,India,720579,2023-05-06,2025-08-29,6,5884.42,Phone,0,VIP customer,N, None,Android,108.166.58.45,15.010855,77.577558,INT-219977,LC-619,68.81,,cfvdgeprcoeklq29ckhoqapk,TP-2979
3668,Pari Chatterjee,pari-chatterjee@yahoo.com,6308883329,(91)7312351673,1993-06-03,Other,"287, Banjara Hills",Jaipur,RJ,India,052785,2018-05-03,2024-04-23,5,3164.93,Push,True,VIP customer,False,None,iOS,97.225.120.5,24.986158,75.739322,INT-519779,LC-720,41.81,,,
11289, Rohan Pillai,rohan.pillai@outlook.com.com,,,1995-07-29,Other,"294, FC Road",Hyderabad,TS,India,707773,2024-11-28,,5,4891.56,Push,True,,no,Bronze,iOS,240.155.253.186,25.951308,69.210351,INT-485193,LC-357,56.12,,,TP-2215
541,Karthik Reddy,,(91)8287430489,,1971-06-28,Other,"258, Brigade Rd",Kolkata  ,,India,494960,2020-08-20,2023-11-03,3,4218.27,Phone,True,VIP customer,False,Bronze,Web,152.96.65.178,9.100036,86.688414,INT-304159,LC-120,59.93,,,
427, Krishna Pillai  ,krishna-pillai@outlook.com,8183017802,,,Male,"20, Park Street",Surat,GJ,India,044268,2024-02-25,,2,7168.79,SMS,N,,no,None,iOS,158.130.102.135,21.162242,69.731384,INT-930338,,54.29,,,
12740,Diya Subramanian, diya1651@yahoo.com,(91)8462621722,,1980-12-15,Female,"220, CG Road",Ahmedabad,GJ,India,407553,2020-01-15,2025-06-26,4,2111.23,SMS,False,VIP customer,N,Bronze,Android,90.106.208.27,23.757949,79.469482,INT-657392,,34.94,,,
14358,Sara Gowda,sara8381@ksrdatavizon.in,9132504389,8092906802,1985-01-17,Other,, Mumbai,MH,India,683474,2017-10-04,2021-06-21,3,12525.32, Push  ,False,Call after 6PM,True,Gold,Web,176.22.11.219,23.687658,81.478975,INT-992645,,64.21,,,TP-8071
7204,Aadhya Mukherjee,aadhya.mukherjee@outlook.com.com,(91)7990631900,,1969-10-04,Female,"206, Brigade Rd",Lucknow,UP,India,175876,2020-12-31,2025-08-27,2,2201.3,Whatsapp,False,,False, Silver,iOS,154.12.47.237,11.201552,72.956946,INT-955815,,41.55,,,TP-9608
12993,Karthik Verma,karthik.verma@ksrdatavizon.in.com,8123848811,7655287634,1988-07-10,Other,"204, Anna Salai",Kolkata,WB,India,382344,2025-06-07,2025-08-23,6,12391.37,Email,False,Call after 6PM,False,None,iOS,98.144.162.143,18.625163,80.323432,INT-179949,,59.51,,,
12672,Isha Sharma,isha@@yahoo.com,(91)7015898944,,1965-02-26,Other,"156, Park Street  ",Ahmedabad,GJ,India,118153,2022-04-18,2025-08-25,7,6062.77,Email,True,Call after 6PM,Y,None,Web,30.239.55.217,14.171015,68.162109,INT-219694,LC-987,65.94,,,
7515,Nisha Prasad,nisha-prasad@example.com,6137546743,,,Male,"209, Anna Salai",Bengaluru,KA,India,697121,2022-11-19,2025-08-03,4,4409.92,Email,0,Wrong email?,N,None,Android,93.241.154.35,14.51572,75.760941,INT-606067,,43.26,,,TP-6424
4634,Sai Menon,sai.menon@outlook.com,(91)8756759260,,1971-05-12,Other,"198, CG Road",Hyderabad,TS,India,338482,2024-02-05,2025-08-19,6,4032.1,Push,Y,Wrong email?,Y,Silver,Android,100.13.130.136,24.02915,76.986403,INT-780451,LC-440,22.93,,,
8774,Pari Chatterjee,pari8671@ksrdatavizon.in,(91)8002995277,,2005-02-04,Male," 280, Anna Salai  ",Vijayawada, AP  ,India,346189,2017-07-17,2019-12-09,2,5488.13,Email,False,VIP customer,yes,None,Web,113.113.94.247,9.200126,80.15614,INT-247318,,54.94,gXOq4QxdOSDuCSE7,,TP-3414
6310,Isha Das,isha@@yahoo.com,9403134258,,2004-11-24,Male,"139, CG Road", Vijayawada,AP,India,391911,2021-04-25,2025-08-31,5,9853.93, Email,1,VIP customer,N,Gold,Web,173.10.222.207,22.944354,84.276159,INT-516687,,39.71,,,
10640,Rohan Verma, rohan_verma@ksrdatavizon.in,7847087302,,2003-04-02,Male,"297, Banjara Hills",Bengaluru,KA,India,,2017-03-28,2023-01-04,6,7416.06, Email,Y,Call after 6PM,False,Gold,Web,146.229.47.20,20.985209,87.771338,INT-833701,,46.41,42dYW6VsKaoG5Ynr,,
2056,Aditya Pillai,aditya4681@outlook.com,(91)6417782188,,1991-06-10,Female,"259, Park Street",Bhopal,MP,India,260573,2020-11-07,2023-05-30,7,3768.07,Email,False, Duplicate lead,Y,None,Web,112.73.155.235,19.888373,78.200641,INT-220213,,52.46,,,
1508,Anaya Rao, anaya_rao@gmail.com,8325098160,,1967-04-29,Male,"268, Park Street",Bengaluru  ,KA,India,834526,2018-03-13,2023-03-05,3,9405.04,Whatsapp,0,VIP customer,no, Platinum,Android,92.251.82.36,26.998729,69.898099,INT-426043,LC-987,47.35,,,
11670,Sara Singh,sarasingh@gmail.com ,9893318684,,1998-11-15,Female,"299, Anna Salai",Vizag,AP,India,111421,2024-11-05,2025-08-09,6,3616.02,Push,True,,no,Bronze,Android,225.182.230.183,12.340742,73.701233,INT-624956,,56.46,,ykegx771i6gcx3od9m8vk5we,
194,Anaya Menon,anaya-menon@gmail.com,6693070165,,1983-05-11,,,Trichy,TN,India,764386,2021-08-08,2024-03-22,2,11873.63,SMS,N,VIP customer,no,Bronze,iOS,90.116.109.224,20.580084,73.310766,INT-483343,,64.69,ayW0K6H9WzcHQQyi,fhocmvsa21hc07wo6ki5023b,TP-7185
8354,Nisha Verma,nisha@yahoo.com,(91)6102991267,,1977-07-03,Female,"31, CG Road", Vizag,AP,India,869305,2018-01-03,2024-05-11,5,1491.29,SMS,N,,Y,Bronze,Web,96.80.60.132,24.884985,86.366142,INT-304915,,62.32,,0ngk5i99tkwazshr13oxxave,
13521,Arjun Gupta, arjun_gupta@example.com,9531807401,,1965-09-30,Female,"223, CG Road",,DL,India,646851,2020-11-04,2025-08-16,13,4741.04,Push,1,,yes,Silver,Android,44.236.181.79,9.892751,81.404789,INT-950990,,33.73,,,TP-3860
11428,Vivaan Das, vivaan.das@outlook.com.com  ,,,1978-08-31,Female,,Mumbai,MH,India,454829,2022-11-16,,3,3193.44,SMS,N,Wrong email?,N,None,iOS,6.218.33.215,15.590726,87.289985,INT-923474,,44.61,,,TP-6690
9513,Diya Singh  ,diya@outlook.com,(91)7128795790,,1975-03-26,Other,"6, FC Road",Kolkata,WB,India,386068,2018-10-09,2024-08-04,5,8660.46,Push  ,1,VIP customer,False,Silver,iOS,120.152.60.158,27.810945,73.967087,INT-728620,LC-356,61.08,,,
4923,Aarohi Singh, aarohi@example.com  ,6138331200,(91)9843924798,,Other,"4, MG Road",Bengaluru, KA,India,360392,2024-03-04,2025-02-01,4,9945.99,SMS,True,VIP customer,yes,None,Web,56.123.66.197,18.243637,77.952009,INT-664666,,51.74,,,
2624,Vivaan Kulkarni,  vivaan_kulkarni@ksrdatavizon.in  ,8330521364,,,,"118, MG Road",Ahmedabad,GJ,India,283379,2025-04-23,2025-08-10,7,3765.88,Whatsapp,True,Call after 6PM,yes,None,iOS,92.12.33.136,9.111668,86.571421,INT-169809,LC-924,62.93,,54bfsoahy5sd9i9n7k492rfn,
5272,Sara Iyer,sara@@gmail.com,(91)8254022816,,,Male,"49, CG Road",Vizag, AP  ,India,392734,2022-02-01,2025-08-19,6,12100.88,Phone,N,VIP customer,yes,Platinum,Web,214.52.54.227,19.605649,75.021145,INT-555938,,32.04,T1SFmDNANTrc6ayU,,TP-6655
